ID,ชนิด,รหัสสินค้า,"GTIN, UPC, EAN, or ISBN",ชื่อ,เผยแพร่แล้ว,เป็นรายการเด่นหรือไม่,การมองเห็นในแค็ตตาล็อก,คำอธิบายแบบย่อ,คำอธิบาย,วันเริ่มต้นลดราคา,วันสิ้นสุดการลดราคา,สถานะภาษี,กลุ่มภาษี,มีสินค้าในคลังสินค้า?,คลังสินค้า,สินค้าคงคลังเหลือน้อย,อนุญาตให้จองสินค้าหรือไม่,"จำกัดการขายแค่ 1 ชิ้นหรือไม่?","น้ำหนัก (กก.)","ยาว (เซนติเมตร)","กว้าง (เซนติเมตร)","สูง (เซนติเมตร)",เปิดให้ผู้ใช้รีวิวสินค้า?,บันทึกในการสั่งซื้อ,ราคาที่ลด,ราคาปกติ,หมวดหมู่,ป้ายกำกับ,ประเภทการจัดส่ง,ไฟล์รูปภาพ,ลิมิตจำนวนดาวน์โหลด,วันหมดอายุดาวน์โหลด,หลัก,สินค้ากลุ่ม,Up-sells,Cross-sells,"URL ภายนอก",ข้อความของปุ่ม,ตำแหน่ง,แบรนด์,"Product Swatch Type","Product Swatch Type Options","Product Brands","ชื่อคุณสมบัติ 1","ค่าคุณสมบัติ 1 ","คุณสมบัติภายนอกที่เห็นได้ 1","คุณสมบัติทั่วไป 1"
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,3,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/961CN1050.jpg,,,,,,,,,0,,,,,,,,
5353,simple,963CF3450,,"คาปาซิเตอร์ C พัดลมเหลี่ยม มีสาย 3.0 / 450V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,36,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/963CF3450.jpg,,,,,,,,,0,,,,,,,,
5355,simple,918FANLS100,,"ฟิวส์รถยนต์ ANL แบบเขี้ยว ตัวเล็ก 100A",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• ใช้ให้เหมาะสมกับงาน
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,15,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > FUSE, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/918FANLS100.jpg,,,,,,,,,0,,,,,,,,
5357,simple,903AU170,,"ยูนิตตูดเรียบ 100W BEST AU-170",1,0,visible,,"รายละเอียดสินค้า
\n
\n• กำลังขับ : 100 วัตต์
\n
\n• รองรับกำลังขับ : 16 โอห์ม
\n
\n• ความถี่ตอบสนอง : 400Hz – 7000Hz
\n
\n• ความไว : 107dB
\n
\n• วัสดุ อลูมิเนียม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,2.5,13,13,11,0,,,325,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE",,,"https://sahakhun.com/wp-content/uploads/2025/11/903AU170-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/903AU170-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/903AU170-C.jpg",,,,,,,,,0,,,,,,,,
5361,simple,962CM16100,,"คาปาซิเตอร์ C ตัวแบนสีเหลือง MITSUMI  MET 16 / 100V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,46,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/962CM16100.jpg,,,,,,,,,0,,,,,,,,
5363,variable,949W15,,"เคเบิ้ลไทร์ สายรัดพลาสติก 15 นิ้ว MITSUMI",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สามารถนำไปใช้กับงาน และวัสดุหลากหลายประเภท
\n
\n• มีรูปแบบฟันเฟืองในการยืด
\n
\n• สามารถรัดท่อหรือเก็ยสายไฟให้เป็นระเบียบเรียบร้อยได้
\n
\n• ส่วนหัวล็อกถูกออกแบบมาให้เหนียวและแข็งแรง
\n
\n• สามารถทำต่อแรงดึงได้อย่างดีเยี่ยม
\n
\n• สามารถนำส่วนปลายสอดเข้าส่วนหัวล็อคได้ง่าย
\n
\n• มีความต้านทานไฟ
\n
\n• ทนต่อความร้อนสูง
\n
\n• ป้องกันรังวี UV ได้
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CABLE TIE, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2025/11/949W15W.jpg, https://sahakhun.com/wp-content/uploads/2025/11/949W15B.jpg",,,,,,,,,0,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:2:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""f0de6ea23b2fd902b5b9b3443aafbc45"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,"ดำ, ขาว",1,0
5365,variation,949W15B,,"เคเบิ้ลไทร์ สายรัดพลาสติก 15 นิ้ว MITSUMI - ดำ",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,180,,,,https://sahakhun.com/wp-content/uploads/2025/11/949W15B.jpg,,,949W15,,,,,,1,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:2:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""f0de6ea23b2fd902b5b9b3443aafbc45"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,ดำ,,0
5366,variation,949W15W,,"เคเบิ้ลไทร์ สายรัดพลาสติก 15 นิ้ว MITSUMI - ขาว",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,180,,,,https://sahakhun.com/wp-content/uploads/2025/11/949W15W.jpg,,,949W15,,,,,,2,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:2:{s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""f0de6ea23b2fd902b5b9b3443aafbc45"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,ขาว,,0
5368,simple,903MP5,,"โทรโข่ง 8 นิ้ว 40W อัด+ชาร์จได้ MITSUMI MP-5",1,0,visible,,"รายละเอียดสินค้า
\n
\n• รองรับกำลังขับ : 10 W RMS / 40W MAX
\n
\n• ปากฮอร์นกว้าง : (Ø ) 205 x 340 มม.
\n
\n• ฟังก์ชั่นพิเศษ : แบตเตอรี่ชาร์จได้ , เสียงนกหวีด , มีสายสะพายไหล่",,,taxable,,0,,,0,0,1.2,20,24,33,0,,,190,"เครื่องเสียงกลางแจ้ง > MEGAPHONE, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2025/11/903MP5-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/903MP5-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/903MP5-C.jpg",,,,,,,,,0,,,,,,,,
5372,simple,962CB407250,,"คาปาซิเตอร์ C ตัวกลมสีเหลือง MITSUMI  4.7 / 250V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,28,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/962CB407250.jpg,,,,,,,,,0,,,,,,,,
5374,simple,963CA40450,,"คาปาซิเตอร์ C อลูมิเนียม CBB-65-4A 40 / 450V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,29,12,1,0,,,260,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/963CA40450.jpg,,,,,,,,,0,,,,,,,,
5376,simple,963CBB60-12,,"C กระบอกขาวมีสาย CBB60-4A 12 / 450V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• ใช้ให้เหมาะสมกับงาน
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,14,4,0,,,96,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/963CBB60-12.jpg,,,,,,,,,0,,,,,,,,
5378,simple,963CBB60-510,,"คาปาซิเตอร์ C กระบอกดำมีสาย CBB60-9A 5+10 / 450V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.5,29,12,1,0,,,180,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/963CBB60-510.jpg,,,,,,,,,0,,,,,,,,
5380,simple,963CA50450,,"คาปาซิเตอร์ C อลูมิเนียม CBB-65-4A 50 / 450V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,300,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/963CA50450.jpg,,,,,,,,,0,,,,,,,,
5382,simple,930N05R,,"หลอดหน้าปัดกลมกระบอก 220V 12 มม.",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• ใช้ให้เหมาะสมกับงาน
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,7,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > LED LIGHT, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/930N05R.jpg,,,,,,,,,0,,,,,,,,
5384,simple,963CF2450,,"คาปาซิเตอร์ C พัดลมเหลี่ยม มีสาย 2.0 / 450V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,30,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/963CF2450.jpg,,,,,,,,,0,,,,,,,,
5386,simple,963CBB65-8,,"คาปาซิเตอร์ C อลูมิเนียม CBB-65-4A 8 / 450V",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ใช้กับงานตามความเหมาะสม
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,130,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CAPACITOR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2025/11/963CBB65-8.jpg,,,,,,,,,0,,,,,,,,
5388,simple,901AL518,,"ดอกลำโพง 18 นิ้ว 3500W ขอบแข็ง โครงหล่อ PRO PLUS AL-518",1,0,visible,,"รายละเอียดสินค้า
\n
\n• ลำโพง : ซับวูฟเฟอร์ขนาด 18""
\n
\n• ขนาดวอยซ์ : 4"" แคปตั้น
\n
\n• กำลังขับสูงสุด : 3500 W
\n
\n• ความถี่ตอบสนอง 38Hz - 1500Hz
\n
\n• ความไว : 95 dB/W/M
\n
\n• อิมพิแดนซ์ : 8 โอห์ม
\n
\n• แม่เหล็กขนาด : 98 ออนซ์ (220x110x20 มม.)",,,taxable,,1,,,0,0,13.9,53,53,28,0,,,2030,"เครื่องเสียงกลางแจ้ง > P.A. SUBWOOFER, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2025/11/AL-518-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/AL-518-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/AL-518-C.jpg",,,,,,,,,0,,,,,,,,
5392,simple,903TD01,,"ยูนิต DRIVER 80W PRO PLUS TD-01",1,0,visible,,"รายละเอียดสินค้า
\n
\n• รองรับกำลังขับ : 80W RMS / 320W MAX
\n
\n• อิมพิแดนซ์ : 8 โอห์ม
\n
\n• ความถี่ตอบสนอง : 800Hz - 18KHz
\n
\n• ขนาดแม่เหล็ก : 33 ออนซ์ (134 x 60 x 17 มม.)
\n
\n• วอยซ์คอยล์ : 2"" (51mm) Ti.Diap.Driver",,,taxable,,1,,,0,0,2.7,16,16,10,0,,,830,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE",,,"https://sahakhun.com/wp-content/uploads/2025/11/TD-01-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/TD-01-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/TD-01-C.jpg",,,,,,,,,0,,,,,,,,
5404,simple,903TD02,,"ยูนิต DRIVER 60W PRO PLUS TD-02",1,0,visible,,"รายละเอียดสินค้า
\n
\n• รองรับกำลังขับ : 60W RMS / 240W MAX
\n
\n• อิมพิแดนซ์ : 8 โอห์ม
\n
\n• ความถี่ตอบสนอง : 800Hz - 18KHz
\n
\n• ขนาดแม่เหล็ก : 21 ออนซ์ (155 x 56 x 15 มม.)
\n
\n• วอยซ์คอยล์ : 1.75"" (44mm) Ti.Diap.Driver",,,taxable,,1,,,0,0,1.6,14,14,10,0,,,485,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE",,,"https://sahakhun.com/wp-content/uploads/2025/11/TD-02-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/TD-02-C.jpg, https://sahakhun.com/wp-content/uploads/2025/11/TD-02-B.jpg",,,,,,,,,0,,,,,,,,
5406,simple,903TD03,,"ยูนิต DRIVER 60W PRO PLUS TD-03",1,0,visible,,"รายละเอียดสินค้า
\n
\n• รองรับกำลังขับ : 60W RMS / 240W MAX
\n
\n• อิมพิแดนซ์ : 8 โอห์ม
\n
\n• ความถี่ตอบสนอง : 800Hz - 18KHz
\n
\n• ขนาดแม่เหล็ก : 21 ออนซ์ (155 x 56 x 15 มม.)
\n
\n• วอยซ์คอยล์ : 1.75"" (44mm) Ti.Diap.Driver",,,taxable,,1,,,0,0,1.5,12,12,8,0,,,420,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE",,,"https://sahakhun.com/wp-content/uploads/2025/11/TD-03-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/TD-03-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/TD-03-C.jpg",,,,,,,,,0,,,,,,,,
5407,simple,901X18,,"ดอกลำโพง 18 นิ้ว โครงอะลูมิเนียมหล่อ X-18",1,0,visible,,"รายละเอียดสินค้า
\n
\n• กำลังขับสูงสุด : 3000 W
\n
\n• ดอกลำโพง กรวยกระดาษเคลือบขอบผ้า
\n
\n• ขนาด 18”/465มม.
\n
\n• โครงอะลูมิเนียมหล่อ
\n
\n• ความต้านทาน 8 โอห์ม
\n
\n• ตอบสนองความไว 96 dB
\n
\n•  ตอบสนองความถี่ 36Hz-2000Hz
\n
\n• วอยซ์คอยล์ 4” TL PI
\n
\n• แม่เหล็กเฟอร์ไรต์ ⌀220x⌀110x25 mm.
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,13.5,11,22,3,0,,,3360,"เครื่องเสียงกลางแจ้ง > P.A. SUBWOOFER, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2025/11/X-18-C.jpg, https://sahakhun.com/wp-content/uploads/2025/11/X-18-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/X-18-A.jpg",,,,,,,,,0,,,,,,,,
5411,simple,905VSG360,,"ว้อยส์ไมโครโฟน BEST SG-360",1,0,visible,,"รายละเอียดสินค้า
\n
\n• ใช้สำหรับเป็นอะไหล่ของไมโครโฟน
\n
\n• ขนาดความกว้างของวอยซ์ไมค์ : 3.5 ซม.
\n
\n• ขนาดความยาวของวอยซ์ไมค์ : 3.5 ซม.
\n
